uai;nom_etablissement;lattitude;ips;total_eleves_hors_segpa_ulis;total_eleves_segpa;total_eleves_ulis;pourcentage_filles
0781955B;Collège de Gassicourt;48.9987566129931;81.7;438;0;12;49.33731395391853312200
0801537L;Collège Béranger;49.93086067359956;84.8;657;62;25;49.69252768299392806000
0910049J;Collège Albert Camus;48.651990116320995;82.0;876;0;11;47.30504191276595408900
0171117X;Collège Fabre d'Eglantine;46.15199517898842;103.9;568;0;11;51.53294424637186103100
0750478M;Collège Jean Baptiste Clément;48.86995327244236;105.6;367;52;0;45.79323492470229070300
0383370G;Collège Aimé Césaire;45.17360573035204;89.4;560;0;0;46.95548186983835207900
0622273J;Collège Lucien Vadez;50.954987926866636;66.4;274;52;0;49.42009338367016091000
0341364Y;Collège Gérard Philipe;43.59734339584085;82.7;463;0;12;42.78421338471790529600
9760162X;Collège de Kawéni;-12.769912365713084;66.8;1179;0;11;51.03081209215033136800
9760042S;Collège de Tsimkoura;-12.934883004912948;86.8;907;0;0;49.87823243916595134900
0622947S;Collège George Sand;50.529725801612535;95.8;632;53;0;51.47519430806135827700
0660049V;Collège Jean Moulin;42.696803654453234;100.0;767;0;16;47.35123862932801343200
0490921K;Collège François Rabelais;47.47471728066055;95.5;607;0;0;44.02610538773109450800
9730130D;Collège Eugène Nonnon;4.941425734458686;80.3;597;0;13;49.22769851143295364200
0595328W;Collège Simone de Beauvoir;50.62942944171095;80.1;501;53;0;51.10336712247573989100
0900017E;Collège de Châteaudun;47.645771115844525;85.9;306;0;13;48.82595570521908709100
0331891B;Collège Les Lesques;45.299822399133554;89.0;582;0;13;49.57772910582448734100
0572017H;Collège Jean Burger;49.25361265455629;83.4;300;27;1;49.36930320741571530200
9741049X;Collège Henri Matisse;-21.298704833773687;75.1;559;0;12;50.89198911980734446600
0590031N;Collège Jean Macé;50.399192131331574;76.9;494;52;12;51.64458778859298996100
9740595D;Collège Jules Reydellet;-20.883783915109806;76.7;457;0;11;48.12931947381527003400
0470103G;Collège Jean Moulin;44.49957237740594;90.4;640;60;11;50.30773965657579879500
0672130B;Collège André Maurois;48.77832938281306;84.4;813;74;26;51.04133519020079441400
0061279H;Collège les Vallergues;43.55548134903076;80.3;489;0;0;45.96157737396500408600
0890980G;Collège Abel Minard;47.86295144362163;91.5;399;98;9;51.82458530889379342500
9760245M;Collège de Dembéni;-12.843618744372092;64.5;1740;0;10;52.03103006793224614800
0330140Y;Collège Grand Parc;44.85646023715817;74.0;521;53;0;48.68061159181137939500
0810126X;Collège Jean-Louis Etienne;43.50612121753114;89.9;361;55;13;45.75490191120121703000
0762226G;Collège Théophile Gautier;49.51385513465711;89.9;322;0;0;52.54521271880167499600
0840114T;Collège François Raspail;44.0628844411088;88.1;625;109;15;47.26229250136588054000
0491675E;Collège Joachim du Bellay;47.040265123704096;74.4;317;63;0;49.52506503437134207800
0580542Z;Collège Les Loges;46.98487234584173;88.7;359;0;22;50.27819033785550692200
9730373T;Collège Paule Berthelot;5.60451614072497;68.5;570;17;19;46.48535018015157872400
0490783K;Collège Jean Mermoz;47.451685736805544;73.3;360;0;18;49.95818255106902540500
9720007A;Collège Aimé Césaire de Fort de France;14.611443722729364;73.3;241;0;0;50.08747450266337636100
0750591K;Collège Henri Matisse;48.85645660780397;118.2;533;0;11;49.15957275117172550600
9730020J;Collège Auxence Contout;4.937997093332722;74.5;986;88;37;49.59309844858618112200
0951050A;Collège Pierre Curie;49.03827135464313;87.8;565;0;13;47.51780617225940448700
0910624J;Collège Blaise Pascal;48.73381715596929;88.5;445;0;15;49.24351561740181468500
0010039M;Collège de l'Albarine;45.9415466100717;97.7;254;0;16;47.46439890524349820400
0572587C;Collège Jean Jaurès;49.10344695113353;89.6;402;42;14;47.53766486448657893400
0030838V;Collège Emile Guillaumin;46.5439993014262;84.3;394;102;6;48.09504388757944633800
0772274D;Collège La Grange du Bois;48.585338234065674;100.5;563;0;13;49.91166963722893136600
9741049X;Collège Henri Matisse;-21.298704833773687;75.1;508;0;11;50.89198911980734446600
9730206L;Collège Just Hyasine;5.013046631785412;82.0;750;0;23;48.86224725148365799500
0061174U;Collège Gérard Philipe;43.56994589845756;81.1;547;0;0;46.43298550939484354800
0911146B;Collège Henri Wallon;48.68951802067975;98.0;676;61;0;52.03168844755866236900
0400648M;Collège Victor Duruy;43.89753517334212;89.9;566;0;12;46.69073813373412695700
0941478W;Collège Blaise Cendrars;48.7513622234738;83.6;378;0;0;47.95008977793256771100
0421686E;Collège Jean Dasté;45.427993617542334;71.7;293;56;12;47.73496797488488259400
0951993A;Collège Martin Luther King;49.00527386757813;68.5;578;0;12;50.06313885654757375300
0300031W;Collège Georges Ville;44.25627691963847;99.2;498;0;22;47.13061039435389140000
0752252R;Collège Hector Berlioz;48.89581471106791;100.0;343;51;10;43.37880128677803164400
0830955M;Collège George Sand;43.1295936654314;82.9;301;0;0;49.85827774381316031800
0220054P;Collège Jean Racine;48.50911833490083;101.8;338;0;12;46.52383293834688672900
0560214D;Collège Paul Langevin;47.80278839994521;98.6;445;64;12;47.81960657939821217300
0771070V;Collège Fréderic Chopin;48.55428096914178;78.7;323;0;0;53.56829227809759236500
0931434D;Collège Claude Debussy;48.9518906220583;78.9;617;0;24;50.48788160183250928900
9720052Z;Collège Julia Nicolas;14.605006324249858;77.5;250;0;28;49.05007707904108903800
9720012F;Collège Euzhan Palcy;14.712179262486641;97.9;304;28;3;46.65297816229049708600
0594303G;Collège Jehan Froissart;50.40095515303546;79.0;460;0;0;47.69425648653450794700
0500053L;Collège Le Fairage;49.18425859520142;92.1;216;0;0;48.89688299646650952400
0593252P;Collège Léo Lagrange;50.021085726859674;82.3;360;52;11;47.82012249033550692700
0594389A;Collège Anne Frank;50.6940448027289;64.6;480;53;0;46.31290548922698444700
0331621H;Collège Henri de Navarre;45.04082038283991;81.2;777;102;16;50.57857729379912119000
0590200X;Collège Robespierre;51.03061093896889;82.6;407;0;0;43.30185265359521056000
0593177H;Collège Jean Zay;50.64774962781398;87.2;185;39;0;44.49573464693602811300
0840029A;Collège Marcel Pagnol;43.69469233249835;98.2;508;59;0;47.02719142708144716600
0931211L;Collège Marais de Villiers;48.869525943428826;88.1;482;0;0;45.77877401831812328900
0490921K;Collège François Rabelais;47.47471728066055;95.5;636;0;0;44.02610538773109450800
0771420A;Collège Beaumarchais;48.94874387341907;75.3;528;62;13;49.37603346252141953700
0132212J;Collège Frédéric Mistral;43.409564143574286;76.8;307;59;0;50.97992054447831861800
0382044R;Collège Pablo Picasso;45.144597689992025;78.1;335;0;12;47.31229778840028703600
0932263E;Collège Camille Claudel;48.953187214679055;82.6;537;0;0;52.20242276362530325200
0450069F;Collège Max Jacob;47.91834539320126;89.3;427;0;31;47.89065201168353997400
0781618K;Collège Gustave Courbet;48.78494669525058;84.7;478;0;9;48.50834302425524190000
0110037F;Collège Alain;43.21095190634443;90.6;396;0;0;49.47739108799198169300
0720989J;Collège Simone Veil;47.83181690661591;81.3;477;57;14;51.90125459129375455600
0590109Y;Collège Eugène Thomas;50.29315859345641;71.7;293;0;12;50.74963088442142409100
9740645H;Collège Robert J. ARDON - Montgaillard;-20.900626115234704;73.2;955;63;11;42.49938501368141992600
0931223Z;Collège Gustave Courbet;48.94917843236779;76.3;693;46;24;49.30005886850158184700
0762127Z;Collège Henri Wallon;49.52320460902555;76.3;286;0;0;50.86695197079976258700
0691479H;Collège Joliot Curie;45.7481619936372;78.4;395;0;10;48.28328597104238817300
0691730F;Collège Paul Eluard;45.69977280394754;74.2;732;0;10;49.13148040689149351000
0950939E;Collège Léon Blum;49.00420536347406;72.1;567;49;12;50.65999291496480878800
9741047V;Collège la Marine;-21.37601235908683;83.1;645;0;12;50.73875174692547058200
0210034Y;Collège Louis Pasteur;47.63468437650565;93.7;286;24;9;49.25689472781213571600
0240052B;Collège Anne Frank;45.19614032515332;100.2;406;0;6;44.41001503718953434900
0950885W;Collège Irène Joliot-Curie;48.95721205965898;78.9;482;0;12;48.86566436858626952500
0141136J;Collège Pierre Varignon;49.19663021261219;88.3;240;0;15;48.34632635593335646800
0290149E;Collège Kerhallet;48.40363080610729;73.1;306;64;12;50.26823833805884770800
0501300S;Collège Guillaume Fouace;49.589236205211506;88.5;141;0;0;52.87546762238666193400
0020076X;Collège Jean Moulin;49.83805624837902;79.9;307;0;0;50.10213761623725467200
0610003X;Collège Jean Racine;48.42312140936205;103.9;444;37;11;52.76829618662624088800
0061279H;Collège les Vallergues;43.55548134903076;80.3;532;0;0;45.96157737396500408600
0381907S;Collège Ponsard;45.52647975925464;98.2;607;95;14;48.47921818613052362900
6200041A;Collège Jean Nicoli;41.67456824685333;97.9;260;0;7;46.02432515183365125400
0601179F;Collège Marcelin Berthelot;49.28139973437501;88.4;690;0;13;48.21883140156032955000
0311325X;Collège Voltaire;43.60806506153154;87.5;330;65;0;51.11638515438251634100
0440309X;Collège Rosa Parks;47.23090401945198;76.2;315;0;0;50.35229525487667683100
0382110M;Collège le Grand Champ;45.75803078916312;91.0;631;57;15;47.70140034626499175300
0594408W;Collège Germinal;50.3955694812591;73.3;368;39;12;47.47753817906715888700
0170063B;Collège Edgar Quinet;45.736004222229255;98.0;656;107;13;50.35973959568911163200
0240043S;Collège Les Marches de l'Occitanie;45.625030532652026;96.2;174;0;0;49.54474297147005765300
0951094Y;Collège Paul Vaillant-Couturier;48.94340927016017;88.9;651;0;13;48.99022868487929709900
0240119Z;Collège Eugène Le Roy;44.839059144812694;90.1;449;51;12;50.09886430718335744900
0300946R;Collège Révolution;43.84112772205835;121.8;433;0;12;47.82936786146839932000
0622425Z;Collège Paul Verlaine;50.515728942107174;81.2;577;0;12;45.64101447063892176600
9740022F;Collège Adrien Cerneau;-20.894983725869047;77.5;526;0;15;46.28173875252880023600
0930897V;Collège Paul Painlevé;48.94021045953347;76.8;609;0;12;49.55987368136669286300
0911036G;Collège Jean Vilar;48.650900338036756;74.0;524;64;8;49.77090386094957403300
0596860L;Collège Lucie Aubrac;50.73096722790286;79.1;569;36;11;48.69555266473301696100
0131703F;Collège Edouard Manet;43.33336908225192;59.6;457;92;0;50.49923269983047542600
9730381B;Collège Capitaine Charles Tafanier (Papaichton);3.8129691227780143;71.9;161;39;9;46.09858478658222955100
0730904L;Collège Combe de Savoie;45.66598411736003;93.8;617;66;16;51.73463484125654533300
0911042N;Collège Paul Eluard;48.6303368547917;86.4;712;0;12;49.97075788628517040400
0761780X;Collège Georges Braque;49.44725667477171;76.1;403;0;14;51.80154763114059979200
0801373H;Collège Jules Verne;49.90424531712562;96.5;635;41;14;49.25080243976617314000
0623014P;Collège Paul Verlaine;50.3067041643579;98.9;683;47;19;45.95050196211797577700
0071156U;Collège les Perrières;45.251692609672645;84.9;717;74;24;49.04359336205736250200
9740091F;Collège Leconte de Lisle;-21.274360180227163;75.5;752;0;11;50.66237547390307659000
0810960D;Collège Jean Jaurès;43.60797062312519;108.6;517;0;13;49.44743941449574873300
0594405T;Collège Victor Hugo;50.36153891792843;85.2;568;79;14;47.10047949455331400300
0580669M;Collège Claude Tillier;47.40310380238856;97.8;344;56;12;50.66710710621952039100
0781896M;Collège Louis Pasteur;48.99435707581561;74.1;318;0;0;50.25791094673112720600
0881146T;Collège Georges Clémenceau;48.17907491377789;106.9;624;56;23;44.51454769659834317500
0860876K;Collège George Sand;46.80456763533283;84.2;538;58;0;46.76084797882836165800
0570069R;Collège Jules Lagneau;49.1200744448891;81.4;410;0;32;46.96865623225092008200
0340025T;Collège des Deux Pins;43.453892120080134;99.0;608;60;13;48.15577744904734466900
0133196D;Collège Simone de Beauvoir;43.42794993215359;114.7;603;0;15;50.18137347671130816100
9720052Z;Collège Julia Nicolas;14.605006324249858;77.5;299;0;19;49.05007707904108903800
0690099H;Collège Jean Moulin;45.983782886444374;74.9;472;52;14;46.26572549971459895700
0594304H;Collège Marie Curie;50.45062444729204;89.5;499;0;0;46.89706369050617887600
0121213D;Collège Carco;44.35852006600605;98.2;673;0;24;50.44469617889787154600
9730380A;Collège Achmat Kartadinama (Grand-Santi);4.276021260911382;71.6;504;45;1;49.96654956880920887000
0932272P;Collège Rosa Luxembourg;48.91516932561166;77.8;411;56;12;49.83968550162051464700
0790052C;Collège Pierre et Marie Curie;46.335101606306985;103.3;510;79;24;47.58816228344182431200
9740702V;Collège Hubert Delisle;-21.032460287583415;77.4;562;124;24;44.90785189946114218900
0600018U;Collège Gaëtan Denain;49.410872621247876;81.2;439;0;0;50.51222866780472604600
0230507B;Collège Jean Picart le Doux;45.95327215447841;95.8;256;58;0;50.28837733683350392200
0595170Z;Collège des Flandres;50.73117704127288;98.8;696;0;0;48.94827136056260974500
0951401G;Collège La Justice;49.04611545203748;84.7;521;56;20;47.21991182331169409000
0130079R;Collège Chape;43.29948966367911;133.9;480;0;0;50.56417006919629712300
0761704P;Collège Jules Ferry;49.75399370758176;90.3;278;0;12;47.18274701170499467000
0622799F;Collège Léo Lagrange;50.567034279137644;82.9;392;50;13;52.18974317043417809200
0132007L;Collège Jacques Prévert;43.41697231810928;87.0;681;0;0;52.56392754581668459700
0060838D;Collège Simone Veil;43.70972069837187;75.5;446;0;25;44.67730306094410324300
0931148T;Collège Georges Politzer;48.93163026635062;84.6;650;55;14;48.07370177209855585800
9760180S;Collège Mariama Salim de Sada;-12.850275915080264;89.5;1109;0;8;48.88840430995964149200
0601821D;Collège Emile Lambert;49.292149071415714;93.6;480;0;8;48.24297388193221435100
0110672W;Collège Jules Verne;43.21744505707045;78.9;585;97;14;49.24173853920904394100
0940786U;Collège Lucie Aubrac;48.81936008657006;79.6;529;0;0;50.11950254465562863500
0761781Y;Collège Jean Moulin;49.51319879679554;83.6;341;45;12;49.75349518794558841800
0080079T;Collège Fred Scamaroni;49.76579473051388;83.2;218;49;0;48.98435384567759844800
9740080U;Collège Bourbon;-20.885100424269222;71.3;869;0;6;51.75462212800802083800
9740091F;Collège Leconte de Lisle;-21.274360180227163;75.5;743;0;23;50.66237547390307659000
0911253T;Collège Pablo Neruda;48.653377607820595;65.1;656;0;0;51.56632363189108342300
0132313U;Collège Stéphane Mallarmé;43.330958835404665;71.3;412;0;14;47.42994736007988145100
0751707Y;Collège Edouard Pailleron;48.881249726863615;104.6;350;48;9;50.22454368161585032200
0771172F;Collège Albert Camus;48.94843462333384;72.7;443;66;14;47.15906226367868161300
0940100Y;Collège Plaisance;48.8005440727486;103.3;400;0;16;47.51972927950119632100
0931490P;Collège La Courtille;48.94015821014755;76.0;379;0;0;47.14809104711790594000
9740620F;Collège Michel Debré;-21.217926638351067;75.1;833;0;26;45.39694796612876906800
9740096L;Collège Alsace Corré;-21.134242579661176;76.5;328;0;8;47.35356809544275363100
0951617S;Collège Gérard Philipe;49.046729051389576;88.0;678;0;10;48.96445639995261276700
0751707Y;Collège Edouard Pailleron;48.881249726863615;104.6;350;41;11;50.22454368161585032200
0910049J;Collège Albert Camus;48.651990116320995;82.0;947;0;12;47.30504191276595408900
0421686E;Collège Jean Dasté;45.427993617542334;71.7;290;59;13;47.73496797488488259400
0755095F;Collège Edgar Varèse;48.88915980435331;108.4;321;0;10;49.58510408558837404900
0541578X;Collège des Trois Frontières;49.527375055269054;83.2;428;0;0;50.82691965385623151800
0100905E;Collège le Noyer Marchand;48.518326931336844;86.0;501;62;5;48.47225451312645174000
0593680E;Collège Chasse Royale;50.355747136749194;65.8;271;46;0;48.61490909570023178000
0080925M;Collège Léo Lagrange;49.74429140967184;66.7;262;0;10;51.84692181201225138200
0332190B;Collège Alfred Mauguin;44.772249000783766;116.1;497;67;15;45.97550566744927821200
0691479H;Collège Joliot Curie;45.7481619936372;78.4;416;0;13;48.28328597104238817300
0911729K;Collège des Pyramides;48.634135345991254;78.0;583;0;12;52.51310381944601344400
0593483R;Collège Robert Desnos;50.342317608166105;86.3;427;0;17;46.02104908475058062300
9740039Z;Collège Albert Lougnon;-21.040354032871043;82.2;781;0;25;49.62155510685932284600
9730237V;Collège Victor Schoelcher (Kourou II);5.155554172459006;78.8;625;0;24;49.92205487523094794300
9740576H;Collège les Tamarins;-21.3377742060901;76.3;354;0;12;41.95180177104261125200
9740080U;Collège Bourbon;-20.885100424269222;71.3;796;0;12;51.75462212800802083800
0701192R;Collège des Thermes;47.82124200595169;89.1;584;57;9;47.57570348020711287300
0660018L;Collège Madame de Sévigné;42.68776861397172;76.8;484;0;12;51.89981826786486470200
0380050Y;Collège de l'Edit;45.36835492126682;79.3;573;0;14;48.93082761923557419600
0594634S;Collège Théodore Monod;50.67211691461054;72.9;338;50;14;43.75390191255068678800
0660016J;Collège la Garrigole;42.69462404489727;78.7;384;0;16;48.70845364037212405100
0601605U;Collège Paul Eluard;49.58519509908178;83.6;661;0;13;49.69827637275008194900
0421689H;Collège Jules Vallès;45.39926867858585;64.4;238;0;14;51.02026674563169974400
0910624J;Collège Blaise Pascal;48.73381715596929;88.5;464;0;12;49.24351561740181468500
0691479H;Collège Joliot Curie;45.7481619936372;78.4;440;0;12;48.28328597104238817300
0932262D;Collège de la Pléiade;48.94840200734182;79.1;674;0;0;52.21918017567185186600
0631199L;Collège La Charme;45.79772571210262;67.8;481;0;13;50.99913587253855076100
0382110M;Collège le Grand Champ;45.75803078916312;91.0;660;57;14;47.70140034626499175300
0341321B;Collège Katia et Maurice Krafft;43.336826651792556;79.3;552;56;27;50.95736203965695105800
0601178E;Collège Anatole France;49.26079517459383;79.5;667;50;26;49.97371991475536841600
0750484U;Collège Mozart;48.889576116703815;95.4;283;0;12;45.79033986091312929100
